,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_T,pl_rprs2,scale,TSM,efficiency
672,KOI-94 d,KOI-94,0,2,4,Transit,2013,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,22.34297117,2.6e-06,-2.6e-06,0.0,0.1607,0.0022,-0.0022,0.0,10.377,0.45,-0.426,0.0,0.9259999999999999,0.04,-0.038,0.0,58.4,11.9,-0.6,0.0,0.18375,0.03744,-0.0018899999999999998,0.0,Mass,0.0,0.038,-0.038,0.0,97.12,2.75,-2.67,0.0,785.0,,,0.0,89.93,0.07,-0.07,0.0,1,6.66405,0.0039,-0.0039,0.0,27.368,0.12,-0.12,0.0,0.06871000000000001,5.9999999999999995e-05,-4e-05,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.0,102.4,-156.59,0.0,1.43,0.08,-0.1,0.0,1.18,0.2,-0.13,0.0,0.11,0.07,-0.07,0.0,[M/H],4.2,0.08,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5.0,-4.899,12.314,0.046,-0.046,11.218,0.022,-0.022,10.957,0.018,-0.018,10.926,0.019,-0.019,12.1882,0.000154,-0.000154,2019-04-16,2019-03,2019-04-18,2019-03-01,800.5110826385547,0.004721064100000001,1.15,52.435500100206355,1.0
673,KOI-94 e,KOI-94,0,2,4,Transit,2013,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,54.32009167,3.067e-05,-3.067e-05,0.0,0.2906,0.004,-0.004,0.0,6.31,0.27399999999999997,-0.295,0.0,0.563,0.024,-0.026000000000000002,0.0,13.0,2.5,-2.1,0.0,0.0409,0.00787,-0.0066099999999999996,0.0,Mass,0.0,0.23,-0.23,0.0,29.7,0.84,-0.82,0.0,584.0,,,0.0,89.36,0.15,-0.15,0.0,1,8.5858,0.0243,-0.0243,0.0,44.3,17.2,-17.2,0.0,0.04178,0.00011,-0.00093,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.0,102.4,-156.59,0.0,1.43,0.08,-0.1,0.0,1.18,0.2,-0.13,0.0,0.11,0.07,-0.07,0.0,[M/H],4.2,0.08,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5.0,-4.899,12.314,0.046,-0.046,11.218,0.022,-0.022,10.957,0.018,-0.018,10.926,0.019,-0.019,12.1882,0.000154,-0.000154,2019-04-16,2019-03,2019-04-18,2019-03-01,595.2909672549558,0.0017455683999999998,1.15,39.38323345340892,1.0
674,KPS-1 b,KPS-1,1,1,1,Transit,2018,Acton Sky Portal Observatory,1,Published Confirmed,0,<a refstr=BURDANOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130g4401B/abstract target=ref>Burdanov et al. 2018</a>,1.706291,5.9e-05,-5.9e-05,0.0,0.0269,0.001,-0.001,0.0,11.545,1.4569999999999999,-1.345,0.0,1.03,0.13,-0.12,0.0,346.4347,27.33338,-27.65121,0.0,1.09,0.086,-0.087,0.0,Mass,0.0,,,0.0,729.0,130.0,-110.0,0.0,1459.0,56.0,-56.0,0.0,83.2,0.88,-0.9,0.0,0,1.68,0.0552,-0.048,0.0,,,,,0.1143,0.0037,-0.0034,0.0,,,,,<a refstr=BURDANOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130g4401B/abstract target=ref>Burdanov et al. 2018</a>,K1 V,5165.0,90.0,-90.0,0.0,0.91,0.09,-0.08,0.0,0.89,0.09,-0.1,0.0,0.22,0.13,-0.13,0.0,[Fe/H],4.47,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h00m40.13s,165.16719799999998,+64d57m49.84s,64.96384520000001,262.706,2.62,-2.57,12.97,0.092,-0.092,11.41,0.02,-0.02,11.029,0.017,-0.017,10.931,0.017,-0.017,12.7933,0.000299,-0.000299,2018-04-25,2018-07,2018-04-26,2018-07-01,1325.018867790191,0.01306449,1.15,41.23312717922838,1.0
675,Kepler-10 b,Kepler-10,0,1,2,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,0.837,1.8e-07,-1.8e-07,0.0,0.0167,0.00013000000000000002,-0.00013000000000000002,0.0,1.489,0.023,-0.021,0.0,0.133,0.002,-0.002,0.0,3.57,0.51,-0.53,0.0,0.01123,0.0016,-0.0016699999999999998,0.0,Mass,0.0,0.16,-0.06,0.0,3741.78,79.69,-78.31,0.0,1980.0,120.0,-60.0,0.0,89.65,3.4,-4.3,0.0,0,1.796,0.0104,-0.0104,0.0,3.6539800000000002,0.00275,-0.00275,0.0,0.01268,4e-05,-4e-05,0.0,0.00075,0.0002,-0.00021,0.0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,5708.0,28.0,-28.0,0.0,1.07,0.02,-0.01,0.0,0.91,0.05,-0.04,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],4.34,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,11.043,0.023,-0.023,9.889,0.022,-0.022,9.563,0.025,-0.025,9.496,0.021,-0.021,10.9191,0.00031800000000000003,-0.00031800000000000003,2019-08-23,2019-09,2019-08-29,2019-09-01,1994.3884149690268,0.00016078240000000002,0.19,3.1819231837962563,1.0
676,Kepler-10 c,Kepler-10,0,1,2,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,45.29430079,3.051e-05,-3.051e-05,0.0,0.2388,0.0019,-0.0019,0.0,2.351,0.107,-0.095,0.0,0.21,0.01,-0.008,0.0,7.37,1.32,-1.19,0.0,0.023190000000000002,0.00415,-0.00374,0.0,Mass,0.0,0.2,-0.05,0.0,18.3,0.39,-0.38,0.0,524.0,50.0,-17.0,0.0,89.97,0.25,-0.43,0.0,1,6.83,0.0343,-0.0343,0.0,51.653,0.48,-0.48,0.0,0.019809999999999998,0.00033,-0.00013000000000000002,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5706.0,156.76,-125.2,0.0,1.09,0.06,-0.06,0.0,1.02,0.14,-0.12,0.0,-0.12,0.1,-0.1,0.0,[M/H],4.37,0.07,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,11.043,0.023,-0.023,9.889,0.022,-0.022,9.563,0.025,-0.025,9.496,0.021,-0.021,10.9191,0.00031800000000000003,-0.00031800000000000003,2020-02-10,2019-03,2019-04-18,2019-03-01,527.4155776225024,0.0003924360999999999,1.26,10.41691088407046,1.0
677,Kepler-100 b,Kepler-100,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.88734443,6.76e-06,-6.76e-06,0.0,0.072,,,0.0,1.3530000000000002,0.057,-0.11900000000000001,0.0,0.121,0.005,-0.011000000000000001,0.0,7.34,3.2,-3.2,0.0,0.023,0.01,-0.01,0.0,Mass,0.0,0.27,-0.13,0.0,478.21,8.27,-8.15,0.0,1155.0,,,0.0,85.37,,,0.0,0,4.4679,0.0757,-0.0757,0.0,8.62,3.9,-3.9,0.0,0.00808,1e-05,-0.00063,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5859.0,92.27,-102.36,0.0,1.56,0.06,-0.07,0.0,1.06,0.13,-0.13,0.0,0.09,0.1,-0.1,0.0,[M/H],4.08,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m32.67s,291.38612939999996,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.055,0.011,-0.011,10.081,0.021,-0.021,9.804,0.017,-0.017,9.768,0.014,-0.014,11.1293,0.000371,-0.000371,2019-04-16,2019-03,2019-04-18,2019-03-01,1192.46281131713,6.528640000000001e-05,0.19,0.3125246384987976,1.0
678,Kepler-100 c,Kepler-100,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,12.81586397,9.25e-06,-9.25e-06,0.0,0.109,,,0.0,2.355,0.285,-0.124,0.0,0.21,0.025,-0.011000000000000001,0.0,7.05,,,1.0,0.022180000000000002,,,1.0,Mass,0.0,0.15,-0.01,0.0,208.66,3.61,-3.56,0.0,939.0,,,0.0,87.4,,,0.0,0,6.3856,0.0438,-0.0438,0.0,12.77,3.8,-3.8,0.0,0.01407,0.0016,-0.00049,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5859.0,92.27,-102.36,0.0,1.56,0.06,-0.07,0.0,1.06,0.13,-0.13,0.0,0.09,0.1,-0.1,0.0,[M/H],4.08,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m32.67s,291.38612939999996,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.055,0.011,-0.011,10.081,0.021,-0.021,9.804,0.017,-0.017,9.768,0.014,-0.014,11.1293,0.000371,-0.000371,2019-04-16,2019-03,2019-04-18,2019-03-01,969.1700419831615,0.00019796489999999997,1.26,9.25596863207261,1.0
679,Kepler-100 d,Kepler-100,0,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,35.33358967,6.779e-05,-6.779e-05,0.0,0.2143,,,0.0,1.61,0.33799999999999997,-0.111,0.0,0.14400000000000002,0.03,-0.01,0.0,3.0,,,1.0,0.00944,,,1.0,Mass,0.0,0.12,-0.16,0.0,53.98,0.93,-0.92,0.0,670.0,,,0.0,88.92,,,0.0,0,5.966,0.128,-0.128,0.0,34.7,12.5,-12.5,0.0,0.00962,0.00198,-0.00054,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5859.0,92.27,-102.36,0.0,1.56,0.06,-0.07,0.0,1.06,0.13,-0.13,0.0,0.09,0.1,-0.1,0.0,[M/H],4.08,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m32.67s,291.38612939999996,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.055,0.011,-0.011,10.081,0.021,-0.021,9.804,0.017,-0.017,9.768,0.014,-0.014,11.1293,0.000371,-0.000371,2019-04-16,2019-03,2019-04-18,2019-03-01,691.1915187280847,9.25444e-05,1.26,4.957755094571503,1.0
680,Kepler-1000 b,Kepler-1000,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,120.01862647,0.00021206,-0.00021206,0.0,0.5337,,,0.0,5.667999999999999,0.68,-0.308,0.0,0.506,0.061,-0.027000000000000003,0.0,,,,,,,,,,0.0,,,0.0,18.0,0.62,-0.6,0.0,473.0,,,0.0,89.5,,,0.0,0,11.637,0.159,-0.159,0.0,66.9,21.8,-21.8,0.0,0.028319999999999998,0.00316,-0.0009699999999999999,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6469.13,93.51,-130.78,0.0,1.81,0.07,-0.08,0.0,1.32,0.24,-0.16,0.0,0.01,0.022000000000000002,-0.022000000000000002,0.0,[M/H],4.04,0.1,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m44.51s,286.6854729,+47d05m53.50s,47.098194799999995,1115.62,16.95,-16.45,13.23,0.08,-0.08,12.319,0.021,-0.021,12.137,0.017,-0.017,12.094,0.018,-0.018,13.1923,0.00022400000000000002,-0.00022400000000000002,2019-04-16,2019-03,2019-04-18,2019-03-01,525.240621696315,0.0008020223999999999,1.15,,1.0
681,Kepler-1001 b,Kepler-1001,0,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,14.30512269,4.297e-05,-4.297e-05,0.0,0.1129,,,0.0,2.935,0.165,-0.535,0.0,0.262,0.015,-0.048,0.0,,,,,,,,,,0.0,,,0.0,40.85,2.69,-2.5,0.0,693.0,,,0.0,85.25,,,0.0,0,4.535,0.152,-0.152,0.0,11.17,5.5,-5.5,0.0,0.03302,0.00065,-0.0058,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5376.0,123.0,-123.0,0.0,0.84,0.04,-0.04,0.0,0.93,0.1,-0.11,0.0,-0.16,0.3,-0.3,0.0,[Fe/H],4.56,0.03,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.978,23.995,-22.837,15.582,0.126,-0.126,14.109,0.029,-0.029,13.718,0.038,-0.038,13.662,0.043,-0.043,15.3302,0.00044500000000000003,-0.00044500000000000003,2019-04-16,2019-03,2019-04-18,2019-03-01,644.6710911193067,0.0010903204,1.28,,1.0
682,Kepler-1001 c,Kepler-1001,1,1,2,Transit,2020,Kepler,1,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,9.18186,6.36e-05,-6.36e-05,0.0,0.084,,,0.0,1.578,0.61,-0.2,0.0,0.141,,,0.0,,,,,,,,,,0.0,,,0.0,98.61,80.84,-25.96,0.0,804.0,,,0.0,79.49,,,0.0,0,4.343,0.239,-0.239,0.0,5.32,2.7,-2.7,0.0,0.023540000000000002,0.00245,-0.00636,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5376.0,123.0,-123.0,0.0,0.84,0.24,-0.08,0.0,0.93,0.1,-0.11,0.0,-0.16,0.3,-0.3,0.0,[Fe/H],4.56,0.03,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.978,23.995,-22.837,15.582,0.126,-0.126,14.109,0.029,-0.029,13.718,0.038,-0.038,13.662,0.043,-0.043,15.3302,0.00044500000000000003,-0.00044500000000000003,2020-09-08,2020-08,2020-09-03,2020-08-01,803.5639041463538,0.0005541316000000001,1.26,,1.0
683,Kepler-1002 b,Kepler-1002,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.33642556,5.49e-06,-5.49e-06,0.0,0.0564,,,0.0,1.75,0.07,-0.09,0.0,0.153,0.005,-0.004,0.0,,,,,,,,,,0.0,,,0.0,1054.56,131.47,-153.35,0.0,1453.0,,,0.0,84.15,,,0.0,0,4.1445,0.0568,-0.0568,0.0,6.29,2.8,-2.8,0.0,0.010020000000000001,0.0014199999999999998,-0.00045999999999999996,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5907.13,127.24,-127.24,0.0,1.6,0.06,-0.08,0.0,1.27,0.06,-0.13,0.0,0.043,0.012,-0.012,0.0,[M/H],4.13,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m19.07s,293.07946289999995,+43d04m25.24s,43.073677,408.303,,,11.821,0.022,-0.022,10.689,0.02,-0.02,10.449,0.017,-0.017,10.374,0.021,-0.021,11.6475,0.000323,-0.000323,2019-04-16,2019-03,2019-04-18,2019-03-01,1453.1418283149276,0.00010040040000000003,1.26,,1.0
684,Kepler-1003 b,Kepler-1003,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.55485675,8.22e-06,-8.22e-06,0.0,0.0444,,,0.0,2.035,0.10099999999999999,-0.10400000000000001,0.0,0.182,0.009000000000000001,-0.009000000000000001,0.0,,,,,,,,,,0.0,,,0.0,814.92,34.8,-33.35,0.0,1157.0,,,0.0,88.47,,,0.0,0,2.1004,0.0428,-0.0428,0.0,12.41,3.0,-3.0,0.0,0.014180000000000002,0.00025,-0.00037999999999999997,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6010.0,122.0,-122.0,0.0,1.28,0.06,-0.06,0.0,1.11,0.09,-0.12,0.0,-0.5,0.3,-0.3,0.0,[Fe/H],4.27,0.04,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m04.90s,292.0204349,+44d52m34.47s,44.876242700000006,941.902,15.703,-15.206,14.132,0.069,-0.069,12.95,0.023,-0.023,12.637,0.018,-0.018,12.623,0.028,-0.028,14.0225,0.000225,-0.000225,2019-04-16,2019-03,2019-04-18,2019-03-01,1362.444827836961,0.00020107240000000006,1.26,,1.0
685,Kepler-1004 b,Kepler-1004,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.28785367,1.341e-05,-1.341e-05,0.0,0.0671,,,0.0,6.667999999999999,0.899,-0.38,0.0,0.595,0.08,-0.034,0.0,,,,,,,,,,0.0,,,0.0,1610.09,106.35,-97.79,0.0,1661.0,,,0.0,83.69,,,0.0,0,8.5274,0.0591,-0.0591,0.0,4.32,1.9,-1.9,0.0,0.01704,0.0021100000000000003,-0.00047999999999999996,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4917.72,42.6,-42.6,0.0,3.55,0.19,-0.18,0.0,1.44,0.12,-0.34,0.0,0.10400000000000001,0.040999999999999995,-0.040999999999999995,0.0,[M/H],3.43,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m26.24s,297.35934269999996,+49d47m51.17s,49.797546399999995,1152.68,35.67,-35.67,13.705,0.08,-0.08,11.7,0.024,-0.024,11.155,0.017,-0.017,11.06,0.014,-0.014,13.3998,0.000272,-0.000272,2019-04-16,2019-03,2019-04-18,2019-03-01,1615.298235282524,0.0002903616,1.15,,1.0
686,Kepler-1005 b,Kepler-1005,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.49804884,1.41e-05,-1.41e-05,0.0,0.0669,,,0.0,1.9980000000000002,0.084,-0.35100000000000003,0.0,0.17800000000000002,0.006999999999999999,-0.031,0.0,,,,,,,,,,0.0,,,0.0,301.33,6.08,-5.97,0.0,1026.0,,,0.0,84.0,,,0.0,0,2.4384,0.0353,-0.0353,0.0,8.8,4.4,-4.4,0.0,0.01549,2e-05,-0.00265,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5733.54,95.89,-110.97,0.0,1.18,0.05,-0.05,0.0,1.02,0.16,-0.09,0.0,-0.035,0.015,-0.015,0.0,[M/H],4.3,0.05,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.62s,286.28589980000004,+43d19m13.83s,43.3205085,567.806,4.422,-4.356,13.371,0.137,-0.137,12.091,0.021,-0.021,11.788,0.017,-0.017,11.718,0.014,-0.014,13.1838,0.00023999999999999998,-0.00023999999999999998,2019-04-16,2019-03,2019-04-18,2019-03-01,1062.4310956975091,0.00023994010000000002,1.26,,1.0
687,Kepler-1006 b,Kepler-1006,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,19.76185973,5.828e-05,-5.828e-05,0.0,0.1464,,,0.0,3.616,0.344,-0.617,0.0,0.32299999999999995,0.031,-0.055,0.0,,,,,,,,,,0.0,,,0.0,153.49,8.11,-7.64,0.0,791.0,,,0.0,86.86,,,0.0,0,3.9097,0.0871,-0.0871,0.0,16.87,8.3,-8.3,0.0,0.02193,0.0012,-0.0034100000000000003,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6332.0,222.0,-222.0,0.0,1.51,0.12,-0.11,0.0,1.06,0.21,-0.17,0.0,-0.14,0.3,-0.3,0.0,[Fe/H],4.33,0.16,-0.19,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,,,,14.467,0.206,-0.206,13.053,0.025,-0.025,12.625,0.024,-0.024,12.502,0.024,-0.024,,,,2019-04-16,2019-03,2019-04-18,2019-03-01,897.5532048181046,0.00048092490000000007,1.28,,1.0
688,Kepler-1007 b,Kepler-1007,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.18503596,1.107e-05,-1.107e-05,0.0,0.048,,,0.0,1.15,0.09,-0.12,0.0,0.128,0.006,-0.006,0.0,,,,,,,,,,0.0,,,0.0,42.62,13.44,-12.09,0.0,652.0,,,0.0,89.94,,,0.0,0,2.1397,0.058,-0.058,0.0,18.865,0.491,-0.491,0.0,0.01878,0.00065,-0.00033999999999999997,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4549.53,89.88,-89.88,0.0,0.56,0.04,-0.06,0.0,0.55,0.06,-0.04,0.0,0.228,0.013999999999999999,-0.013999999999999999,0.0,[M/H],4.68,0.06,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m37.57s,295.90652969999996,+45d48m32.72s,45.8090893,,,,14.981,0.034,-0.034,12.94,0.02,-0.02,12.326,0.019,-0.019,12.224,0.016,-0.016,14.7347,0.0009570000000000001,-0.0009570000000000001,2019-04-16,2019-03,2019-04-18,2019-03-01,651.543687967373,0.00035268840000000006,0.19,,1.0
